id,terrestrial_date,sol,ls,month,min_temp,pressure
720,2014-10-13,777,213,8,-72,841
721,2014-10-14,778,213,8,-70,846
722,2014-10-15,779,214,8,-71,845
723,2014-10-16,780,215,8,-72,852
725,2014-10-17,781,215,8,-74,849
724,2014-10-18,782,216,8,-71,854
727,2014-10-19,783,216,8,-69,853
726,2014-10-20,784,217,8,-69,857
728,2014-10-21,785,218,8,-74,858
729,2014-10-22,786,218,8,-74,861
732,2014-10-23,787,219,8,-73,860
731,2014-10-24,788,220,8,-68,862
730,2014-10-25,789,220,8,-68,862
733,2014-10-26,790,221,8,-68,864
734,2014-10-27,791,222,8,-70,867
735,2014-10-28,792,222,8,-71,873
736,2014-10-29,793,223,8,-71,877
739,2014-10-30,794,223,8,-68,874
738,2014-10-31,795,224,8,-68,875
737,2014-11-01,796,225,8,-65,877
740,2014-11-03,797,225,8,-65,879
741,2014-11-04,798,226,8,-67,883
743,2014-11-05,799,227,8,-70,884
742,2014-11-06,800,227,8,-67,884
746,2014-11-07,801,228,8,-70,884
745,2014-11-08,802,229,8,-69,887
744,2014-11-09,803,229,8,-69,888
747,2014-11-10,804,230,8,-73,891
748,2014-11-11,805,231,8,-70,893
750,2014-11-12,806,231,8,-69,893
749,2014-11-13,807,232,8,-71,892
752,2014-11-14,808,232,8,-67,893
753,2014-11-15,809,233,8,-70,895
751,2014-11-16,810,234,8,-69,897
754,2014-11-17,811,234,8,-71,900
755,2014-11-18,812,235,8,-75,902
756,2014-11-19,813,236,8,-67,904
757,2014-11-20,814,236,8,-68,902
759,2014-11-21,815,237,8,-69,905
758,2014-11-22,816,238,8,-74,909
761,2014-11-23,817,238,8,-69,913
760,2014-11-24,818,239,8,-68,914
763,2014-11-25,819,240,9,-71,913
765,2014-11-26,820,240,9,-68,910
762,2014-11-27,821,241,9,-68,910
764,2014-11-28,822,242,9,-71,911
766,2014-11-29,823,242,9,-69,912
768,2014-11-30,824,243,9,-67,914
767,2014-12-01,825,243,9,-67,914
770,2014-12-02,826,244,9,-68,914
769,2014-12-03,827,245,9,-68,911
771,2014-12-04,828,245,9,-71,914
773,2014-12-05,829,246,9,-71,914
772,2014-12-06,830,247,9,-68,918
774,2014-12-07,831,247,9,-68,920
775,2014-12-08,832,248,9,-68,924
776,2014-12-09,833,249,9,-69,923
777,2014-12-11,834,249,9,-68,918
780,2014-12-12,835,250,9,-69,917
778,2014-12-13,836,251,9,-69,916
779,2014-12-14,837,251,9,-69,916
782,2014-12-15,838,252,9,-69,917
781,2014-12-16,839,253,9,-70,917
783,2014-12-17,840,253,9,-74,913
784,2014-12-18,841,254,9,-75,914
790,2014-12-19,842,255,9,-69,914
793,2014-12-20,843,255,9,-69,916
788,2014-12-21,844,256,9,-68,917
786,2014-12-22,845,257,9,-73,920
785,2014-12-23,846,257,9,-74,925
791,2014-12-24,847,258,9,-69,918
792,2014-12-25,848,258,9,-69,918
787,2014-12-26,849,259,9,-69,918
789,2014-12-27,850,260,9,-68,918
794,2014-12-28,851,260,9,-68,919
797,2014-12-29,852,261,9,-73,916
796,2014-12-30,853,262,9,-67,913
798,2014-12-31,854,262,9,-66,910
799,2015-01-01,855,263,9,-69,912
795,2015-01-02,856,264,9,-68,912
801,2015-01-03,857,264,9,-76,911
800,2015-01-04,858,265,9,-73,913
802,2015-01-05,859,266,9,-72,915
803,2015-01-06,860,266,9,-69,916
804,2015-01-07,861,267,9,-70,917
807,2015-01-08,862,268,9,-70,917
805,2015-01-09,863,268,9,-72,916
806,2015-01-10,864,269,9,-70,914
808,2015-01-11,865,270,10,-70,913
809,2015-01-12,866,270,10,-71,911
810,2015-01-13,867,271,10,-71,910
811,2015-01-14,868,271,10,-71,908
812,2015-01-15,869,272,10,-72,906
813,2015-01-17,870,273,10,-74,909
814,2015-01-18,871,273,10,-70,903
815,2015-01-19,872,274,10,-72,902
817,2015-01-28,881,280,10,-73,899
818,2015-01-29,882,280,10,-76,901
820,2015-01-30,883,281,10,-74,897
821,2015-01-31,884,282,10,-71,897
819,2015-02-01,885,282,10,-71,895
823,2015-02-02,886,283,10,-73,894
822,2015-02-03,887,284,10,-73,897
824,2015-02-04,888,284,10,-70,896
825,2015-02-05,889,285,10,-70,895
826,2015-02-06,890,286,10,-72,892
827,2015-02-07,891,286,10,-72,892
828,2015-02-08,892,287,10,-71,892
829,2015-02-09,893,287,10,-72,890
830,2015-02-10,894,288,10,-75,891
831,2015-02-11,895,289,10,-72,889
833,2015-02-12,896,289,10,-70,888
832,2015-02-13,897,290,10,-72,884
834,2015-02-14,898,291,10,-72,883
835,2015-02-15,899,291,10,-75,881
836,2015-02-16,900,292,10,-70,883
837,2015-02-17,901,292,10,-71,885
838,2015-02-18,902,293,10,-68,883
839,2015-02-19,903,294,10,-71,882
841,2015-02-20,904,294,10,-71,878
840,2015-02-21,905,295,10,-71,880
843,2015-02-22,906,296,10,-76,878
842,2015-02-24,907,296,10,-75,879
844,2015-02-25,908,297,10,-71,883
845,2015-02-26,909,297,10,-70,878
847,2015-02-27,910,298,10,-73,878
846,2015-02-28,911,299,10,-70,874
849,2015-03-01,912,299,10,-75,875
848,2015-03-02,913,300,11,-71,871
850,2015-03-03,914,300,11,-71,874
851,2015-03-04,915,301,11,-71,878
852,2015-03-05,916,302,11,-71,872
854,2015-03-06,917,302,11,-76,871
853,2015-03-07,918,303,11,-71,867
855,2015-03-08,919,304,11,-74,870
856,2015-03-09,920,304,11,-72,868
857,2015-03-10,921,305,11,-70,867
858,2015-03-11,922,305,11,-73,870
859,2015-03-12,923,306,11,-72,867
861,2015-03-13,924,307,11,-74,867
860,2015-03-14,925,307,11,-71,862
862,2015-03-15,926,308,11,-76,864
863,2015-03-16,927,308,11,-76,862
864,2015-03-17,928,309,11,-72,862
865,2015-03-18,929,310,11,-75,866
868,2015-03-19,930,310,11,-75,865
867,2015-03-20,931,311,11,-69,864
866,2015-03-21,932,311,11,-71,859
869,2015-03-22,933,312,11,-71,863
870,2015-03-23,934,313,11,-73,858
872,2015-03-24,935,313,11,-75,862
871,2015-03-25,936,314,11,-72,865
874,2015-03-26,937,314,11,-73,863
876,2015-03-29,940,316,11,-73,861
875,2015-03-30,941,317,11,-74,857
880,2015-03-31,942,317,11,-74,857
877,2015-04-02,943,318,11,-73,854
878,2015-04-03,944,318,11,-70,852
881,2015-04-04,945,319,11,-72,851
879,2015-04-05,946,320,11,-77,850
882,2015-04-06,947,320,11,-70,853
883,2015-04-07,948,321,11,-73,854
884,2015-04-08,949,321,11,-72,851
885,2015-04-09,950,322,11,-73,850
888,2015-04-10,951,323,11,-75,849
886,2015-04-11,952,323,11,-69,847
887,2015-04-12,953,324,11,-71,847
889,2015-04-13,954,324,11,-73,847
892,2015-04-17,958,327,11,-74,848
891,2015-04-18,959,327,11,-78,846
893,2015-04-19,960,328,11,-76,846
895,2015-04-20,961,328,11,-71,849
894,2015-04-21,962,329,11,-73,845
896,2015-04-22,963,329,11,-71,850
897,2015-04-23,964,330,12,-72,847
898,2015-04-24,965,331,12,-75,847
900,2015-04-25,966,331,12,-73,850
899,2015-04-26,967,332,12,-74,844
901,2015-04-27,968,332,12,-71,848
902,2015-04-28,969,333,12,-72,844
903,2015-04-29,970,333,12,-71,849
906,2015-04-30,971,334,12,-71,848
904,2015-05-01,972,334,12,-73,847
905,2015-05-02,973,335,12,-72,844
907,2015-05-03,974,336,12,-73,842
908,2015-05-04,975,336,12,-73,843
909,2015-05-05,976,337,12,-75,842
910,2015-05-06,977,337,12,-75,841
913,2015-05-07,978,338,12,-73,842
912,2015-05-09,979,338,12,-79,841
911,2015-05-10,980,339,12,-73,840
914,2015-05-11,981,339,12,-73,841
917,2015-05-12,982,340,12,-74,840
916,2015-05-13,983,340,12,-76,840
915,2015-05-14,984,341,12,-74,840
918,2015-05-15,985,342,12,-78,840
919,2015-05-16,986,342,12,-74,840
920,2015-05-17,987,343,12,-74,839
922,2015-05-18,988,343,12,-75,840
921,2015-05-19,989,344,12,-74,841
923,2015-05-20,990,344,12,-76,839
926,2015-05-21,991,345,12,-73,840
924,2015-05-22,992,345,12,-73,842
927,2015-05-23,993,346,12,-73,840
925,2015-05-24,994,346,12,-79,842
929,2015-05-25,995,347,12,-74,842
928,2015-05-26,996,348,12,-72,842
930,2015-05-27,997,348,12,-74,843
931,2015-05-28,998,349,12,-73,842
932,2015-05-30,1000,350,12,-74,841
933,2015-05-31,1001,350,12,-79,843
936,2015-06-01,1002,351,12,-77,844
934,2015-06-02,1003,351,12,-74,843
935,2015-06-03,1004,352,12,-74,842
939,2015-06-04,1005,352,12,-75,843
941,2015-06-05,1006,353,12,-78,844
937,2015-06-06,1007,353,12,-79,845
940,2015-06-07,1008,354,12,-79,844
946,2015-06-08,1009,354,12,-75,845
947,2015-06-09,1010,355,12,-74,846
948,2015-06-10,1011,355,12,-78,845
949,2015-06-11,1012,356,12,-81,846
953,2015-06-12,1013,356,12,-80,846
950,2015-06-13,1014,357,12,-77,846
951,2015-06-14,1015,357,12,-75,847
952,2015-06-16,1016,358,12,-76,847
955,2015-06-17,1017,359,12,-78,850
956,2015-06-18,1018,359,12,-79,850
954,2015-06-19,1019,0,1,-81,849
938,2015-06-20,1020,0,1,-63,832
942,2015-06-21,1021,1,1,-76,850
944,2015-06-22,1022,1,1,-75,852
943,2015-06-23,1023,2,1,-76,851
945,2015-06-24,1024,2,1,-76,851
958,2015-06-25,1025,3,1,-74,851
957,2015-06-26,1026,3,1,-78,851
960,2015-06-28,1028,4,1,-75,853
959,2015-06-29,1029,5,1,-75,856
961,2015-06-30,1030,5,1,-77,855
963,2015-07-01,1031,6,1,-76,854
962,2015-07-02,1032,6,1,-74,854
965,2015-07-03,1033,7,1,-77,856
964,2015-07-04,1034,7,1,-76,859
966,2015-07-05,1035,8,1,-77,857
967,2015-07-06,1036,8,1,-76,856
968,2015-07-07,1037,9,1,-80,856
969,2015-07-08,1038,9,1,-76,858
970,2015-07-09,1039,10,1,-77,857
972,2015-07-10,1040,10,1,-77,858
971,2015-07-11,1041,11,1,-77,859
973,2015-07-12,1042,11,1,-76,859
974,2015-07-13,1043,12,1,-77,860
975,2015-07-14,1044,12,1,-79,860
978,2015-07-15,1045,13,1,-80,861
979,2015-07-16,1046,13,1,-77,862
977,2015-07-17,1047,14,1,-77,863
976,2015-07-18,1048,14,1,-78,864
980,2015-07-19,1049,15,1,-75,864
981,2015-07-20,1050,15,1,-76,863
983,2015-07-21,1051,16,1,-76,864
982,2015-07-23,1052,16,1,-78,865
984,2015-07-24,1053,17,1,-79,865
985,2015-07-25,1054,17,1,-77,867
987,2015-07-26,1055,17,1,-77,868
986,2015-07-27,1056,18,1,-76,868
988,2015-07-28,1057,18,1,-78,867
989,2015-07-29,1058,19,1,-78,868
990,2015-07-30,1059,19,1,-78,870
992,2015-07-31,1060,20,1,-78,870
993,2015-08-01,1061,20,1,-77,871
991,2015-08-02,1062,21,1,-77,871
994,2015-08-03,1063,21,1,-79,871
996,2015-08-04,1064,22,1,-77,871
995,2015-08-05,1065,22,1,-78,873
997,2015-08-06,1066,23,1,-78,875
998,2015-08-07,1067,23,1,-79,875
1000,2015-08-08,1068,24,1,-76,874
999,2015-08-09,1069,24,1,-77,876
1001,2015-08-10,1070,25,1,-80,877
1002,2015-08-11,1071,25,1,-78,878
1003,2015-08-12,1072,26,1,-78,879
1004,2015-08-13,1073,26,1,-82,879
1005,2015-08-14,1074,27,1,-77,878
1006,2015-08-15,1075,27,1,-77,879
1007,2015-08-16,1076,28,1,-81,880
1008,2015-08-17,1077,28,1,-79,880
1009,2015-08-18,1078,29,1,-80,881
1010,2015-08-19,1079,29,1,-80,882
1013,2015-08-20,1080,29,1,-77,882
1011,2015-08-21,1081,30,2,-77,882
1012,2015-08-22,1082,30,2,-79,882
1014,2015-08-23,1083,31,2,-80,883
1015,2015-08-24,1084,31,2,-78,885
1017,2015-08-25,1085,32,2,-79,886
1016,2015-08-26,1086,32,2,-77,885
1019,2015-08-27,1087,33,2,-78,885
1020,2015-08-29,1088,33,2,-77,885
1018,2015-08-30,1089,34,2,-76,885
1021,2015-08-31,1090,34,2,-78,886
1022,2015-09-01,1091,35,2,-77,886
1023,2015-09-02,1092,35,2,-79,886
1024,2015-09-03,1093,36,2,-77,887
1026,2015-09-04,1094,36,2,-80,888
1027,2015-09-05,1095,36,2,-79,888
1025,2015-09-06,1096,37,2,-79,888
1028,2015-09-07,1097,37,2,-78,889
1029,2015-09-08,1098,38,2,-77,890
1030,2015-09-09,1099,38,2,-78,891
1031,2015-09-10,1100,39,2,-79,890
1034,2015-09-11,1101,39,2,-80,891
1032,2015-09-12,1102,40,2,-84,892
1033,2015-09-13,1103,40,2,-81,893
1035,2015-09-14,1104,41,2,-79,893
1036,2015-09-15,1105,41,2,-78,892
1037,2015-09-16,1106,42,2,-82,893
1040,2015-09-17,1107,42,2,-79,893
1038,2015-09-18,1108,42,2,-78,895
1039,2015-09-19,1109,43,2,-82,895
1041,2015-09-20,1110,43,2,-81,895
1042,2015-09-21,1111,44,2,-79,896
1043,2015-09-22,1112,44,2,-80,895
1044,2015-09-23,1113,45,2,-79,895
1045,2015-09-24,1114,45,2,-79,896
1047,2015-09-25,1115,46,2,-80,897
1046,2015-09-26,1116,46,2,-79,898
1048,2015-09-27,1117,47,2,-79,898
1049,2015-09-28,1118,47,2,-80,898
1050,2015-09-29,1119,48,2,-81,899
1051,2015-09-30,1120,48,2,-80,900
1052,2015-10-01,1121,48,2,-81,901
1053,2015-10-02,1122,49,2,-79,901
1054,2015-10-03,1123,49,2,-79,900
1055,2015-10-04,1124,50,2,-80,900
1056,2015-10-06,1125,50,2,-79,900
1057,2015-10-07,1126,51,2,-79,901
1058,2015-10-08,1127,51,2,-80,901
1059,2015-10-09,1128,52,2,-79,902
1060,2015-10-10,1129,52,2,-80,902
1061,2015-10-11,1130,53,2,-81,902
1062,2015-10-12,1131,53,2,-81,902
1063,2015-10-13,1132,53,2,-82,902
1064,2015-10-14,1133,54,2,-82,902
1065,2015-10-15,1134,54,2,-80,902
1069,2015-10-16,1135,55,2,-81,901
1066,2015-10-17,1136,55,2,-82,901
1068,2015-10-18,1137,56,2,-81,901
1067,2015-10-19,1138,56,2,-82,901
1070,2015-10-20,1139,57,2,-80,901
1071,2015-10-21,1140,57,2,-81,901
1072,2015-10-22,1141,57,2,-82,902
1073,2015-10-23,1142,58,2,-82,902
1074,2015-10-24,1143,58,2,-82,901
1075,2015-10-25,1144,59,2,-82,902
1076,2015-10-26,1145,59,2,-82,903
1077,2015-10-27,1146,60,3,-82,902
1078,2015-10-28,1147,60,3,-80,901
1080,2015-10-29,1148,61,3,-80,901
1079,2015-10-30,1149,61,3,-81,902
1081,2015-10-31,1150,62,3,-82,902
1082,2015-11-01,1151,62,3,-82,901
1086,2015-11-02,1152,62,3,-80,901
1083,2015-11-03,1153,63,3,-82,900
1088,2015-11-04,1154,63,3,-84,900
1084,2015-11-05,1155,64,3,-84,900
1085,2015-11-06,1156,64,3,-84,900
1087,2015-11-07,1157,65,3,-82,900
1089,2015-11-08,1158,65,3,-82,898
1090,2015-11-09,1159,66,3,-82,898
1091,2015-11-10,1160,66,3,-80,899
1092,2015-11-12,1161,66,3,-83,898
1093,2015-11-13,1162,67,3,-84,897
1094,2015-11-14,1163,67,3,-86,896
1095,2015-11-15,1164,68,3,-86,896
1096,2015-11-16,1165,68,3,-84,897
1097,2015-11-17,1166,69,3,-84,895
1098,2015-11-18,1167,69,3,-84,894
1102,2015-11-19,1168,70,3,-84,894
1100,2015-11-20,1169,70,3,-89,894
1101,2015-11-21,1170,71,3,-85,893
1099,2015-11-22,1171,71,3,-87,892
1104,2015-11-23,1172,71,3,-87,892
1103,2015-11-24,1173,72,3,-87,892
1105,2015-11-25,1174,72,3,-85,891
1106,2015-11-26,1175,73,3,-85,890
1107,2015-11-27,1176,73,3,-84,890
1108,2015-11-28,1177,74,3,-84,888
1109,2015-11-29,1178,74,3,-86,888
1110,2015-11-30,1179,75,3,-85,887
1111,2015-12-01,1180,75,3,-86,886
1112,2015-12-02,1181,75,3,-86,885
1114,2015-12-03,1182,76,3,-85,884
1113,2015-12-04,1183,76,3,-86,883
1115,2015-12-05,1184,77,3,-85,882
1116,2015-12-06,1185,77,3,-84,881
1117,2015-12-07,1186,78,3,-86,881
1118,2015-12-08,1187,78,3,-84,881
1119,2015-12-09,1188,79,3,-90,881
1120,2015-12-10,1189,79,3,-87,879
1121,2015-12-11,1190,79,3,-87,877
1122,2015-12-12,1191,80,3,-87,876
1123,2015-12-13,1192,80,3,-86,876
1124,2015-12-14,1193,81,3,-84,875
1125,2015-12-15,1194,81,3,-84,873
1126,2015-12-16,1195,82,3,-86,872
1129,2015-12-17,1196,82,3,-86,871
1127,2015-12-18,1197,83,3,-85,869
1128,2015-12-20,1198,83,3,-86,868
1130,2015-12-21,1199,84,3,-86,868
1131,2015-12-22,1200,84,3,-84,866
1132,2015-12-23,1201,84,3,-85,866
1133,2015-12-24,1202,85,3,-85,864
1136,2015-12-25,1203,85,3,-85,863
1135,2015-12-26,1204,86,3,-84,862
1134,2015-12-27,1205,86,3,-86,861
1137,2015-12-28,1206,87,3,-85,859
1138,2015-12-29,1207,87,3,-85,858
1139,2015-12-30,1208,88,3,-85,857
1141,2015-12-31,1209,88,3,-85,855
1140,2016-01-01,1210,88,3,-85,854
1142,2016-01-02,1211,89,3,-83,853
1143,2016-01-03,1212,89,3,-86,851
1145,2016-01-04,1213,90,4,-84,851
1144,2016-01-05,1214,90,4,-85,849
1146,2016-01-06,1215,91,4,-85,848
1147,2016-01-07,1216,91,4,-86,847
1148,2016-01-08,1217,92,4,-88,846
1149,2016-01-09,1218,92,4,-86,845
1150,2016-01-10,1219,93,4,-87,844
1151,2016-01-11,1220,93,4,-87,842
1152,2016-01-12,1221,93,4,-87,841
1153,2016-01-13,1222,94,4,-87,840
1155,2016-01-14,1223,94,4,-88,839
1154,2016-01-15,1224,95,4,-88,837
1156,2016-01-16,1225,95,4,-87,836
1157,2016-01-17,1226,96,4,-87,835
1158,2016-01-18,1227,96,4,-88,833
1159,2016-01-19,1228,97,4,-88,832
1160,2016-01-20,1229,97,4,-88,831
1161,2016-01-21,1230,98,4,-88,830
1162,2016-01-22,1231,98,4,-88,828
1163,2016-01-23,1232,99,4,-88,827
1164,2016-01-24,1233,99,4,-88,826
1166,2016-01-26,1234,99,4,-88,824
1165,2016-01-27,1235,100,4,-88,824
1170,2016-01-28,1236,100,4,-87,822
1169,2016-01-29,1237,101,4,-88,820
1167,2016-01-30,1238,101,4,-87,819
1168,2016-01-31,1239,102,4,-89,818
1171,2016-02-01,1240,102,4,-87,816
1172,2016-02-02,1241,103,4,-87,816
1173,2016-02-03,1242,103,4,-87,815
1174,2016-02-04,1243,104,4,-86,814
1175,2016-02-05,1244,104,4,-85,812
1176,2016-02-06,1245,105,4,-86,811
1178,2016-02-07,1246,105,4,-85,810
1177,2016-02-08,1247,105,4,-85,809
1179,2016-02-09,1248,106,4,-86,807
1180,2016-02-10,1249,106,4,-85,806
1182,2016-02-11,1250,107,4,-85,804
1185,2016-02-12,1251,107,4,-85,803
1184,2016-02-13,1252,108,4,-85,802
1181,2016-02-14,1253,108,4,-85,800
1183,2016-02-15,1254,109,4,-84,799
1187,2016-02-16,1255,109,4,-84,798
1186,2016-02-17,1256,110,4,-84,797
1188,2016-02-18,1257,110,4,-84,794
1189,2016-02-19,1258,111,4,-83,794
1190,2016-02-20,1259,111,4,-84,794
1191,2016-02-21,1260,112,4,-83,792
1192,2016-02-22,1261,112,4,-81,790
1193,2016-02-23,1262,112,4,-81,790
1194,2016-02-24,1263,113,4,-84,788
1195,2016-02-25,1264,113,4,-84,787
1197,2016-02-26,1265,114,4,-81,787
1196,2016-02-27,1266,114,4,-82,787
1198,2016-02-28,1267,115,4,-83,786
1199,2016-02-29,1268,115,4,-83,784
1201,2016-03-01,1269,116,4,-83,782
1200,2016-03-03,1270,116,4,-82,782
1202,2016-03-04,1271,117,4,-84,781
1203,2016-03-05,1272,117,4,-81,780
1204,2016-03-06,1273,118,4,-79,778
1205,2016-03-07,1274,118,4,-82,777
1206,2016-03-08,1275,119,4,-82,775
1207,2016-03-09,1276,119,4,-83,774
1208,2016-03-10,1277,120,5,-84,774
1210,2016-03-11,1278,120,5,-83,773
1209,2016-03-12,1279,121,5,-83,772
1211,2016-03-13,1280,121,5,-84,771
1212,2016-03-14,1281,122,5,-83,769
1213,2016-03-15,1282,122,5,-81,768
1214,2016-03-16,1283,123,5,-82,767
1216,2016-03-17,1284,123,5,-80,767
1217,2016-03-18,1285,123,5,-80,766
1215,2016-03-19,1286,124,5,-80,765
1218,2016-03-20,1287,124,5,-80,764
1219,2016-03-21,1288,125,5,-80,763
1220,2016-03-24,1291,126,5,-80,760
1222,2016-03-25,1292,127,5,-81,760
1221,2016-03-26,1293,127,5,-81,758
1223,2016-03-27,1294,128,5,-79,758
1224,2016-03-28,1295,128,5,-79,757
1226,2016-03-29,1296,129,5,-79,756
1225,2016-03-30,1297,129,5,-80,755
1229,2016-03-31,1298,130,5,-79,755
1228,2016-04-01,1299,130,5,-80,753
1227,2016-04-02,1300,131,5,-79,752
1230,2016-04-03,1301,131,5,-78,752
1231,2016-04-04,1302,132,5,-80,751
1232,2016-04-05,1303,132,5,-78,751
1233,2016-04-06,1304,133,5,-80,750
1235,2016-04-07,1305,133,5,-80,749
1234,2016-04-08,1306,134,5,-79,748
1236,2016-04-10,1307,134,5,-80,748
1237,2016-04-11,1308,135,5,-81,748
1238,2016-04-12,1309,135,5,-81,747
1239,2016-04-13,1310,136,5,-76,745
1240,2016-04-14,1311,136,5,-78,745
1243,2016-04-15,1312,137,5,-77,745
1241,2016-04-16,1313,137,5,-77,745
1242,2016-04-17,1314,138,5,-78,744
1244,2016-04-18,1315,138,5,-77,744
1245,2016-04-19,1316,139,5,-80,744
1246,2016-04-20,1317,139,5,-80,743
1247,2016-04-21,1318,140,5,-80,743
1248,2016-04-22,1319,140,5,-78,742
1250,2016-04-23,1320,141,5,-77,741
1249,2016-04-24,1321,141,5,-77,740
1251,2016-04-25,1322,142,5,-78,740
1252,2016-04-26,1323,142,5,-77,738
1253,2016-04-27,1324,143,5,-78,738
1256,2016-04-28,1325,144,5,-78,738
1254,2016-04-29,1326,144,5,-77,738
1255,2016-04-30,1327,145,5,-76,736
1257,2016-05-01,1328,145,5,-77,735
1258,2016-05-02,1329,146,5,-74,735
1259,2016-05-03,1330,146,5,-78,734
1260,2016-05-04,1331,147,5,-76,734
1262,2016-05-05,1332,147,5,-78,734
1263,2016-05-06,1333,148,5,-76,733
1261,2016-05-07,1334,148,5,-77,732
1264,2016-05-08,1335,149,5,-77,732
1265,2016-05-09,1336,149,5,-75,732
1266,2016-05-10,1337,150,6,-76,734
1267,2016-05-11,1338,150,6,-75,734
1268,2016-05-12,1339,151,6,-77,733
1269,2016-05-13,1340,151,6,-76,734
1270,2016-05-14,1341,152,6,-76,735
1271,2016-05-15,1342,152,6,-80,735
1272,2016-05-17,1343,153,6,-74,735
1273,2016-05-18,1344,153,6,-75,734
1276,2016-05-19,1345,154,6,-75,735
1274,2016-05-20,1346,155,6,-75,737
1277,2016-05-21,1347,155,6,-75,736
1275,2016-05-22,1348,156,6,-76,735
1278,2016-05-23,1349,156,6,-73,737
1279,2016-05-24,1350,157,6,-73,738
1280,2016-05-25,1351,157,6,-72,739
1283,2016-05-26,1352,158,6,-73,736
1281,2016-05-27,1353,158,6,-76,737
1282,2016-05-28,1354,159,6,-75,739
1284,2016-05-29,1355,159,6,-75,740
1286,2016-05-30,1356,160,6,-74,739
1285,2016-05-31,1357,160,6,-72,738
1287,2016-06-01,1358,161,6,-74,738
1288,2016-06-02,1359,162,6,-76,739
1289,2016-06-03,1360,162,6,-76,739
1290,2016-06-04,1361,163,6,-75,739
1291,2016-06-05,1362,163,6,-74,739
1292,2016-06-06,1363,164,6,-75,740
1293,2016-06-07,1364,164,6,-74,740
1294,2016-06-08,1365,165,6,-74,739
1295,2016-06-09,1366,165,6,-75,740
1296,2016-06-10,1367,166,6,-74,743
1297,2016-06-11,1368,167,6,-74,743
1299,2016-06-12,1369,167,6,-73,742
1298,2016-06-13,1370,168,6,-74,744
1301,2016-06-14,1371,168,6,-75,746
1300,2016-06-15,1372,169,6,-74,745
1303,2016-06-16,1373,169,6,-74,746
1302,2016-06-17,1374,170,6,-75,748
1304,2016-06-18,1375,170,6,-73,749
1305,2016-06-19,1376,171,6,-75,749
1306,2016-06-20,1377,172,6,-76,749
1308,2016-06-21,1378,172,6,-76,751
1307,2016-06-23,1379,173,6,-77,751
1311,2016-06-24,1380,173,6,-74,751
1309,2016-06-25,1381,174,6,-73,751
1310,2016-06-26,1382,174,6,-76,752
1312,2016-06-27,1383,175,6,-73,752
1313,2016-06-28,1384,176,6,-74,753
1314,2016-06-29,1385,176,6,-75,755
1315,2016-06-30,1386,177,6,-74,755
1316,2016-07-01,1387,177,6,-74,755
1317,2016-07-02,1388,178,6,-73,756
1318,2016-07-12,1398,184,7,-66,751
1319,2016-07-13,1399,184,7,-73,770
1322,2016-07-14,1400,185,7,-73,770
1321,2016-07-15,1401,185,7,-73,770
1320,2016-07-16,1402,186,7,-75,771
1323,2016-07-17,1403,187,7,-75,771
1324,2016-07-18,1404,187,7,-75,774
1325,2016-07-19,1405,188,7,-75,775
1328,2016-07-20,1406,188,7,-76,775
1329,2016-07-21,1407,189,7,-74,779
1327,2016-07-22,1408,190,7,-75,779
1326,2016-07-23,1409,190,7,-74,781
1330,2016-07-24,1410,191,7,-72,782
1331,2016-07-25,1411,191,7,-72,782
1333,2016-07-26,1412,192,7,-78,784
1332,2016-07-27,1413,193,7,-72,784
1336,2016-07-28,1414,193,7,-73,785
1334,2016-07-29,1415,194,7,-72,787
1335,2016-07-31,1416,194,7,-72,791
1337,2016-08-01,1417,195,7,-70,791
1338,2016-08-02,1418,196,7,-73,793
1339,2016-08-03,1419,196,7,-73,793
1340,2016-08-04,1420,197,7,-71,793
1343,2016-08-05,1421,197,7,-72,797
1342,2016-08-06,1422,198,7,-72,798
1341,2016-08-07,1423,199,7,-71,800
1344,2016-08-08,1424,199,7,-72,803
1345,2016-08-09,1425,200,7,-72,804
1346,2016-08-10,1426,200,7,-71,803
1347,2016-08-11,1427,201,7,-72,807
1348,2016-08-12,1428,202,7,-72,808
1349,2016-08-13,1429,202,7,-70,810
1351,2016-08-14,1430,203,7,-69,810
1350,2016-08-15,1431,204,7,-69,811
1352,2016-08-16,1432,204,7,-71,813
1353,2016-08-17,1433,205,7,-70,818
1356,2016-08-18,1434,205,7,-70,818
1355,2016-08-19,1435,206,7,-71,823
1354,2016-08-20,1436,207,7,-72,825
1357,2016-08-21,1437,207,7,-71,821
1358,2016-08-22,1438,208,7,-68,823
1360,2016-08-23,1439,208,7,-71,828
1359,2016-08-24,1440,209,7,-70,828
1361,2016-08-25,1441,210,8,-74,828
1362,2016-08-26,1442,210,8,-68,829
1363,2016-08-27,1443,211,8,-69,831
1364,2016-08-28,1444,212,8,-69,833
1365,2016-08-29,1445,212,8,-69,836
1366,2016-08-30,1446,213,8,-70,841
1367,2016-08-31,1447,214,8,-74,841
1369,2016-09-01,1448,214,8,-69,841
1368,2016-09-02,1449,215,8,-71,841
1370,2016-09-03,1450,215,8,-69,842
1371,2016-09-04,1451,216,8,-71,842
1373,2016-09-06,1452,217,8,-74,845
1372,2016-09-07,1453,217,8,-73,850
1374,2016-09-08,1454,218,8,-69,854
1377,2016-09-09,1455,219,8,-70,858
1376,2016-09-10,1456,219,8,-69,859
1375,2016-09-11,1457,220,8,-69,860
1378,2016-09-12,1458,220,8,-69,859
1379,2016-09-13,1459,221,8,-71,861
